"date","comp_abb","home_team","home_score","away_score","away_team","comp_name","comp_stage"
2019-06-17,"CGC","Costa Rica",4,0,"Nicaragua","Concacaf Gold Cup","group-stage"
2022-11-10,"FRI","Costa Rica",2,0,"Nigeria","Friendlies","friendlies-1"
2020-10-14,"FRI","Costa Rica",0,1,"Panama","Friendlies","friendlies-1"
2022-01-28,"WQC","Costa Rica",1,0,"Panama","WC Qualification Concacaf","2nd-round"
2020-11-13,"FRI","Costa Rica",1,1,"Qatar","Friendlies","friendlies-1"
2022-03-31,"WQC","Costa Rica",2,0,"United States","WC Qualification Concacaf","2nd-round"
2019-09-07,"FRI","Costa Rica",1,2,"Uruguay","Friendlies","friendlies-1"
2021-06-01,"FRI","Croatia",1,1,"Armenia","Friendlies","friendlies-1"
2022-06-03,"UNL","Croatia",0,3,"Austria","UEFA Nations League","league-a"
2019-03-21,"ECQ","Croatia",2,1,"Azerbaijan","EC Qualification","qualifying-round"
2022-03-29,"FRI","Croatia",2,1,"Bulgaria","Friendlies","friendlies-1"
2021-03-27,"WQE","Croatia",1,0,"Cyprus","WC Qualification Europe","1st-round"
2021-06-18,"EUC","Croatia",1,1,"Czech Republic","European Championship","group-stage"
2022-09-22,"UNL","Croatia",2,1,"Denmark","UEFA Nations League","league-a"
2020-10-14,"UNL","Croatia",1,2,"France","UEFA Nations League","league-a"
2022-06-06,"UNL","Croatia",1,1,"France","UEFA Nations League","league-a"
2019-11-19,"FRI","Croatia",2,1,"Georgia","Friendlies","friendlies-1"
2019-10-10,"ECQ","Croatia",3,0,"Hungary","EC Qualification","qualifying-round"
2021-03-30,"WQE","Croatia",3,0,"Malta","WC Qualification Europe","1st-round"
2020-11-17,"UNL","Croatia",2,3,"Portugal","UEFA Nations League","league-a"
2021-11-14,"WQE","Croatia",1,0,"Russia","WC Qualification Europe","1st-round"
2021-06-22,"EUC","Croatia",3,1,"Scotland","European Championship","group-stage"
2019-11-16,"ECQ","Croatia",3,1,"Slovakia","EC Qualification","qualifying-round"
2021-10-11,"WQE","Croatia",2,2,"Slovakia","WC Qualification Europe","1st-round"
2022-03-26,"FRI","Croatia",1,1,"Slovenia","Friendlies","friendlies-1"
2021-09-07,"WQE","Croatia",3,0,"Slovenia","WC Qualification Europe","1st-round"
2021-06-28,"EUC","Croatia",3,5,"Spain","European Championship","8th-finals"
2020-10-11,"UNL","Croatia",2,1,"Sweden","UEFA Nations League","league-a"
2019-06-11,"FRI","Croatia",1,2,"Tunisia","Friendlies","friendlies-1"
2019-06-08,"ECQ","Croatia",2,1,"Wales","EC Qualification","qualifying-round"
2022-06-12,"CNL","Cuba",3,1,"Antigua and Barbuda","Concacaf Nations League","league-b"
2022-06-05,"CNL","Cuba",3,0,"Barbados","Concacaf Nations League","league-b"
2019-02-27,"FRI","Cuba",5,0,"Bermuda","Friendlies","friendlies-2"
2021-06-02,"WQC","Cuba",5,0,"British Virgin Islands","WC Qualification Concacaf","4th-round"
2019-09-11,"CNL","Cuba",0,1,"Canada","Concacaf Nations League","league-a"
2021-03-28,"WQC","Cuba",1,2,"Curaçao","WC Qualification Concacaf","4th-round"
2021-07-04,"CGC","Cuba",0,3,"French Guiana","Concacaf Gold Cup Qualification","1st-preliminary-round"
2019-06-20,"CGC","Cuba",0,3,"Martinique","Concacaf Gold Cup","group-stage"
2019-11-20,"CNL","Cuba",0,4,"United States","Concacaf Nations League","league-a"
2019-11-15,"CNL","Curaçao",1,2,"Costa Rica","Concacaf Nations League","league-a"
2019-06-18,"CGC","Curaçao",0,1,"El Salvador","Concacaf Gold Cup","group-stage"
2021-06-09,"WQC","Curaçao",0,0,"Guatemala","WC Qualification Concacaf","4th-round"
2019-09-08,"CNL","Curaçao",1,0,"Haiti","Concacaf Nations League","league-a"
2022-06-04,"CNL","Curaçao",0,1,"Honduras","Concacaf Nations League","league-a"
2019-06-05,"KIC","Curaçao",3,1,"India","King's Cup","semi-finals"
2021-10-09,"FRI","Curaçao",1,2,"New Zealand","Friendlies","friendlies-2"
2021-06-16,"WQC","Curaçao",0,0,"Panama","WC Qualification Concacaf","1st-round"
2021-03-25,"WQC","Curaçao",5,0,"St. Vincent / Grenadines","WC Qualification Concacaf","4th-round"
2020-09-08,"UNL","Cyprus",0,1,"Azerbaijan","UEFA Nations League","league-c"
2019-03-24,"ECQ","Cyprus",0,2,"Belgium","EC Qualification","qualifying-round"
2021-10-08,"WQE","Cyprus",0,3,"Croatia","WC Qualification Europe","1st-round"
2020-10-07,"FRI","Cyprus",1,2,"Czech Republic","Friendlies","friendlies-1"
2022-03-29,"UNL","Cyprus",2,0,"Estonia","UEFA Nations League","relegation-play-out"
2022-09-24,"UNL","Cyprus",1,0,"Greece","UEFA Nations League","league-c"
2019-09-06,"ECQ","Cyprus",1,1,"Kazakhstan","EC Qualification","qualifying-round"
2022-06-02,"UNL","Cyprus",0,2,"Kosovo","UEFA Nations League","league-c"
2020-11-14,"UNL","Cyprus",2,1,"Luxembourg","UEFA Nations League","league-c"
2021-10-11,"WQE","Cyprus",2,2,"Malta","WC Qualification Europe","1st-round"
2020-09-05,"UNL","Cyprus",0,2,"Montenegro","UEFA Nations League","league-c"
2022-06-05,"UNL","Cyprus",0,0,"Northern Ireland","UEFA Nations League","league-c"
2019-10-13,"ECQ","Cyprus",0,5,"Russia","EC Qualification","qualifying-round"
2021-09-04,"WQE","Cyprus",0,2,"Russia","WC Qualification Europe","1st-round"
2019-03-21,"ECQ","Cyprus",5,0,"San Marino","EC Qualification","qualifying-round"
2019-11-16,"ECQ","Cyprus",1,2,"Scotland","EC Qualification","qualifying-round"
2021-03-24,"WQE","Cyprus",0,0,"Slovakia","WC Qualification Europe","1st-round"
2021-03-30,"WQE","Cyprus",1,0,"Slovenia","WC Qualification Europe","1st-round"
2021-06-08,"FRI","Czech Republic",3,1,"Albania","Friendlies","friendlies-1"
2021-09-02,"WQE","Czech Republic",1,0,"Belarus","WC Qualification Europe","1st-round"
2021-03-27,"WQE","Czech Republic",1,1,"Belgium","WC Qualification Europe","1st-round"
2019-03-26,"FRI","Czech Republic",1,3,"Brazil","Friendlies","friendlies-1"
2019-06-07,"ECQ","Czech Republic",2,1,"Bulgaria","EC Qualification","qualifying-round"
2021-07-03,"EUC","Czech Republic",1,2,"Denmark","European Championship","quarter-finals"
2019-10-11,"ECQ","Czech Republic",2,1,"England","EC Qualification","qualifying-round"
2021-06-22,"EUC","Czech Republic",0,1,"England","European Championship","group-stage"
2021-11-16,"WQE","Czech Republic",2,0,"Estonia","WC Qualification Europe","1st-round"
2020-11-15,"UNL","Czech Republic",1,0,"Israel","UEFA Nations League","league-b"
2019-11-14,"ECQ","Czech Republic",2,1,"Kosovo","EC Qualification","qualifying-round"
2021-11-11,"FRI","Czech Republic",7,0,"Kuwait","Friendlies","friendlies-1"
2019-06-10,"ECQ","Czech Republic",3,0,"Montenegro","EC Qualification","qualifying-round"
2019-10-14,"FRI","Czech Republic",2,3,"Northern Ireland","Friendlies","friendlies-1"
2022-09-24,"UNL","Czech Republic",0,4,"Portugal","UEFA Nations League","league-a"
2020-09-07,"UNL","Czech Republic",1,2,"Scotland","UEFA Nations League","league-b"
2020-11-18,"UNL","Czech Republic",2,0,"Slovakia","UEFA Nations League","league-b"
2022-06-05,"UNL","Czech Republic",2,2,"Spain","UEFA Nations League","league-a"
2022-06-02,"UNL","Czech Republic",2,1,"Switzerland","UEFA Nations League","league-a"
2021-09-08,"FRI","Czech Republic",1,1,"Ukraine","Friendlies","friendlies-1"
2021-10-08,"WQE","Czech Republic",2,2,"Wales","WC Qualification Europe","1st-round"
2022-01-20,"ACO","Côte d'Ivoire",3,1,"Algeria","Africa Cup of Nations","group-stage"
2019-07-11,"ACO","Côte d'Ivoire",1,1,"Algeria","Africa Cup of Nations","quarter-finals"
2019-09-06,"FRI","Côte d'Ivoire",1,2,"Benin","Friendlies","friendlies-1"
2022-08-27,"ANC","Côte d'Ivoire",0,0,"Burkina Faso","African Nations Championship Qualification","2nd-round"
2021-06-05,"FRI","Côte d'Ivoire",2,1,"Burkina Faso","Friendlies","friendlies-1"
2021-09-06,"WQA","Côte d'Ivoire",2,1,"Cameroon","WC Qualification Africa","2nd-round"
2019-06-07,"FRI","Côte d'Ivoire",3,1,"Comoros","Friendlies","friendlies-1"
2019-10-13,"FRI","Côte d'Ivoire",3,1,"Congo DR","Friendlies","friendlies-1"
2022-01-26,"ACO","Côte d'Ivoire",0,0,"Egypt","Africa Cup of Nations","8th-finals"
2021-03-30,"ACO","Côte d'Ivoire",3,1,"Ethiopia","Africa Cup of Nations Qualification","group-stage"
2022-09-27,"FRI","Côte d'Ivoire",3,1,"Guinea","Friendlies","friendlies-1"
2019-03-26,"FRI","Côte d'Ivoire",1,0,"Liberia","Friendlies","friendlies-1"
2020-11-12,"ACO","Côte d'Ivoire",2,1,"Madagascar","Africa Cup of Nations Qualification","group-stage"
2021-10-11,"WQA","Côte d'Ivoire",2,1,"Malawi","WC Qualification Africa","2nd-round"
2021-11-13,"WQA","Côte d'Ivoire",3,0,"Mozambique","WC Qualification Africa","2nd-round"
2019-11-16,"ACO","Côte d'Ivoire",1,0,"Niger","Africa Cup of Nations Qualification","group-stage"
2019-10-20,"ANC","Côte d'Ivoire",1,0,"Niger","African Nations Championship","2nd-round"
2019-03-23,"ACO","Côte d'Ivoire",3,0,"Rwanda","Africa Cup of Nations Qualification","group-stage"
2022-01-16,"ACO","Côte d'Ivoire",2,2,"Sierra Leone","Africa Cup of Nations","group-stage"
2019-06-24,"ACO","Côte d'Ivoire",1,0,"South Africa","Africa Cup of Nations","group-stage"
2022-09-24,"FRI","Côte d'Ivoire",2,1,"Togo","Friendlies","friendlies-1"
2019-06-15,"FRI","Côte d'Ivoire",0,1,"Uganda","Friendlies","friendlies-1"
2022-06-03,"ACO","Côte d'Ivoire",3,1,"Zambia","Africa Cup of Nations Qualification","group-stage"
2019-06-19,"FRI","Côte d'Ivoire",4,1,"Zambia","Friendlies","friendlies-1"
2022-06-13,"UNL","Denmark",2,0,"Austria","UEFA Nations League","league-a"
2021-10-12,"WQE","Denmark",1,0,"Austria","WC Qualification Europe","1st-round"
2021-06-17,"EUC","Denmark",1,2,"Belgium","European Championship","group-stage"
2020-09-05,"UNL","Denmark",0,2,"Belgium","UEFA Nations League","league-a"
2021-06-06,"FRI","Denmark",2,0,"Bosnia-Herzegovina","Friendlies","friendlies-1"
2022-06-10,"UNL","Denmark",0,1,"Croatia","UEFA Nations League","league-a"
2020-09-08,"UNL","Denmark",0,0,"England","UEFA Nations League","league-a"
2020-10-07,"FRI","Denmark",4,0,"Faroe Islands","Friendlies","friendlies-1"
2021-11-12,"WQE","Denmark",3,1,"Faroe Islands","WC Qualification Europe","1st-round"
2021-06-12,"EUC","Denmark",0,1,"Finland","European Championship","group-stage"
2022-09-25,"UNL","Denmark",2,0,"France","UEFA Nations League","league-a"
2019-06-10,"ECQ","Denmark",5,1,"Georgia","EC Qualification","qualifying-round"
2019-11-15,"ECQ","Denmark",6,0,"Gibraltar","EC Qualification","qualifying-round"
2020-11-15,"UNL","Denmark",2,1,"Iceland","UEFA Nations League","league-a"
2021-09-07,"WQE","Denmark",5,0,"Israel","WC Qualification Europe","1st-round"
2019-10-15,"FRI","Denmark",4,0,"Luxembourg","Friendlies","friendlies-1"
2021-03-28,"WQE","Denmark",8,0,"Moldova","WC Qualification Europe","1st-round"
2019-06-07,"ECQ","Denmark",1,1,"Republic of Ireland","EC Qualification","qualifying-round"
2021-09-01,"WQE","Denmark",2,0,"Scotland","WC Qualification Europe","1st-round"
2022-03-29,"FRI","Denmark",3,0,"Serbia","Friendlies","friendlies-1"
2020-11-11,"FRI","Denmark",2,0,"Sweden","Friendlies","friendlies-1"
2019-10-12,"ECQ","Denmark",1,0,"Switzerland","EC Qualification","qualifying-round"
2021-11-12,"WQA","Djibouti",0,4,"Algeria","WC Qualification Africa","2nd-round"
2021-10-08,"WQA","Djibouti",0,4,"Burkina Faso","WC Qualification Africa","2nd-round"
2022-07-29,"ANC","Djibouti",2,1,"Burundi","African Nations Championship Qualification","1st-round"
2019-12-13,"CSC","Djibouti",0,3,"Eritrea","CECAFA Senior Challenge Cup","group-stage"
2019-09-04,"WQA","Djibouti",2,1,"Eswatini","WC Qualification Africa","1st-round"
2019-07-26,"ANC","Djibouti",0,1,"Ethiopia","African Nations Championship","1st-round"
2019-10-09,"ACO","Djibouti",1,1,"Gambia","Africa Cup of Nations Qualification","preliminary-round"
2021-09-06,"WQA","Djibouti",2,4,"Niger","WC Qualification Africa","2nd-round"
2019-12-07,"CSC","Djibouti",0,0,"Somalia","CECAFA Senior Challenge Cup","group-stage"
2021-06-15,"FRI","Djibouti",1,0,"Somalia","Friendlies","friendlies-3"
2022-03-23,"ACO","Djibouti",2,4,"South Sudan","Africa Cup of Nations Qualification","preliminary-round"
2022-08-26,"ANC","Djibouti",1,4,"Sudan","African Nations Championship Qualification","2nd-round"
2022-06-05,"CNL","Dominica",1,1,"Anguilla","Concacaf Nations League","league-c"
2021-06-02,"WQC","Dominica",3,0,"Anguilla","WC Qualification Concacaf","4th-round"
2019-03-23,"CNL","Dominica",4,0,"Bahamas","Concacaf Nations League Qualification","regular-season"
2019-10-14,"CNL","Dominica",0,4,"Nicaragua","Concacaf Nations League","league-b"
2021-03-28,"WQC","Dominica",1,2,"Panama","WC Qualification Concacaf","4th-round"
2022-06-09,"CNL","Dominica",0,1,"St. Lucia","Concacaf Nations League","league-c"
2019-11-18,"CNL","Dominica",1,0,"St. Vincent / Grenadines","Concacaf Nations League","league-b"
2022-05-15,"FRI","Dominica",3,1,"St. Vincent / Grenadines","Friendlies","friendlies-3"
2019-09-05,"CNL","Dominica",1,2,"Suriname","Concacaf Nations League","league-b"
2021-06-05,"WQC","Dominican Republic",1,1,"Barbados","WC Qualification Concacaf","4th-round"
2019-03-24,"CNL","Dominican Republic",1,3,"Bermuda","Concacaf Nations League Qualification","regular-season"
2021-03-25,"WQC","Dominican Republic",1,0,"Dominica","WC Qualification Concacaf","4th-round"
2019-09-11,"CNL","Dominican Republic",1,0,"El Salvador","Concacaf Nations League","league-b"
2022-06-06,"CNL","Dominican Republic",2,3,"French Guiana","Concacaf Nations League","league-b"
2022-06-11,"CNL","Dominican Republic",1,1,"Guatemala","Concacaf Nations League","league-b"
2019-10-16,"CNL","Dominican Republic",0,0,"Montserrat","Concacaf Nations League","league-b"
2021-01-19,"FRI","Dominican Republic",0,1,"Puerto Rico","Friendlies","friendlies-2"
2021-01-25,"FRI","Dominican Republic",0,0,"Serbia","Friendlies","friendlies-1"
2019-10-13,"CNL","Dominican Republic",3,0,"St. Lucia","Concacaf Nations League","league-b"
2019-08-30,"FRI","Dominican Republic",0,4,"UAE","Friendlies","friendlies-2"
2019-10-13,"FRI","Ecuador",1,6,"Argentina","Friendlies","friendlies-1"
2022-03-30,"WQS","Ecuador",1,1,"Argentina","WC Qualification South America","1st-round"
2019-09-11,"FRI","Ecuador",3,0,"Bolivia","Friendlies","friendlies-1"
2021-03-29,"FRI","Ecuador",2,1,"Bolivia","Friendlies","friendlies-1"
2021-10-08,"WQS","Ecuador",3,0,"Bolivia","WC Qualification South America","1st-round"
2022-01-27,"WQS","Ecuador",1,1,"Brazil","WC Qualification South America","1st-round"
2022-06-12,"FRI","Ecuador",1,0,"Cabo Verde","Friendlies","friendlies-1"
2019-06-22,"COA","Ecuador",1,2,"Chile","Copa America","group-stage"
2021-09-05,"WQS","Ecuador",0,0,"Chile","WC Qualification South America","1st-round"
2019-11-20,"FRI","Ecuador",0,1,"Colombia","Friendlies","friendlies-1"
2020-11-17,"WQS","Ecuador",6,1,"Colombia","WC Qualification South America","1st-round"
2019-06-25,"COA","Ecuador",1,1,"Japan","Copa America","group-stage"
2022-06-03,"FRI","Ecuador",1,0,"Nigeria","Friendlies","friendlies-1"
2021-09-02,"WQS","Ecuador",2,0,"Paraguay","WC Qualification South America","1st-round"
2021-06-23,"COA","Ecuador",2,2,"Peru","Copa America","group-stage"
2021-06-08,"WQS","Ecuador",1,2,"Peru","WC Qualification South America","1st-round"
2019-11-15,"FRI","Ecuador",3,0,"Trinidad and Tobago","Friendlies","friendlies-1"
2020-10-13,"WQS","Ecuador",4,2,"Uruguay","WC Qualification South America","1st-round"
2021-11-11,"WQS","Ecuador",1,0,"Venezuela","WC Qualification South America","1st-round"
2021-09-01,"WQA","Egypt",1,0,"Angola","WC Qualification Africa","2nd-round"
2019-10-14,"FRI","Egypt",1,0,"Botswana","Friendlies","friendlies-1"
2021-03-29,"ACO","Egypt",4,0,"Comoros","Africa Cup of Nations Qualification","group-stage"
2019-06-26,"ACO","Egypt",2,0,"Congo DR","Africa Cup of Nations","group-stage"
2021-11-16,"WQA","Egypt",2,1,"Gabon","WC Qualification Africa","2nd-round"
2022-06-05,"ACO","Egypt",1,0,"Guinea","Africa Cup of Nations Qualification","group-stage"
2019-06-16,"FRI","Egypt",3,1,"Guinea","Friendlies","friendlies-1"
2021-12-11,"ARC","Egypt",3,1,"Jordan","Arab Cup","quarter-finals"
2019-11-14,"ACO","Egypt",1,1,"Kenya","Africa Cup of Nations Qualification","group-stage"
2021-12-01,"ARC","Egypt",1,0,"Lebanon","Arab Cup","group-stage"
2019-11-07,"FRI","Egypt",1,0,"Liberia","Friendlies","friendlies-1"
2021-09-30,"FRI","Egypt",2,0,"Liberia","Friendlies","friendlies-1"
2022-09-27,"FRI","Egypt",3,0,"Liberia","Friendlies","friendlies-1"
2021-10-08,"WQA","Egypt",1,0,"Libya","WC Qualification Africa","2nd-round"
2022-01-30,"ACO","Egypt",2,1,"Morocco","Africa Cup of Nations","quarter-finals"
2022-09-23,"FRI","Egypt",3,0,"Niger","Friendlies","friendlies-1"
2021-12-18,"ARC","Egypt",0,0,"Qatar","Arab Cup","3rd-place-final"
2022-03-25,"WQA","Egypt",1,0,"Senegal","WC Qualification Africa","3rd-round"
2019-07-06,"ACO","Egypt",0,1,"South Africa","Africa Cup of Nations","8th-finals"
2022-01-19,"ACO","Egypt",1,0,"Sudan","Africa Cup of Nations","group-stage"
2019-06-13,"FRI","Egypt",1,0,"Tanzania","Friendlies","friendlies-1"
2020-11-14,"ACO","Egypt",1,0,"Togo","Africa Cup of Nations Qualification","group-stage"
2019-06-21,"ACO","Egypt",1,0,"Zimbabwe","Africa Cup of Nations","group-stage"
2021-06-09,"WQC","El Salvador",3,0,"Antigua and Barbuda","WC Qualification Concacaf","4th-round"
2021-11-06,"FRI","El Salvador",0,1,"Bolivia","Friendlies","friendlies-1"
2022-02-03,"WQC","El Salvador",0,2,"Canada","WC Qualification Concacaf","2nd-round"
2021-12-12,"FRI","El Salvador",0,1,"Chile","Friendlies","friendlies-1"
2021-08-22,"FRI","El Salvador",0,0,"Costa Rica","Friendlies","friendlies-1"
2022-03-27,"WQC","El Salvador",1,2,"Costa Rica","WC Qualification Concacaf","2nd-round"
2019-11-19,"CNL","El Salvador",2,0,"Dominican Republic","Concacaf Nations League","league-b"
2021-12-05,"FRI","El Salvador",1,1,"Ecuador","Friendlies","friendlies-1"
2022-06-05,"CNL","El Salvador",3,1,"Grenada","Concacaf Nations League","league-a"
2021-03-26,"WQC","El Salvador",2,0,"Grenada","WC Qualification Concacaf","4th-round"
2021-07-12,"CGC","El Salvador",2,0,"Guatemala","Concacaf Gold Cup","group-stage"
2019-03-07,"FRI","El Salvador",3,1,"Guatemala","Friendlies","friendlies-2"
2021-09-25,"FRI","El Salvador",0,2,"Guatemala","Friendlies","friendlies-2"
2022-04-25,"FRI","El Salvador",0,4,"Guatemala","Friendlies","friendlies-2"
2019-06-02,"FRI","El Salvador",1,0,"Haiti","Friendlies","friendlies-2"
2021-09-06,"WQC","El Salvador",0,0,"Honduras","WC Qualification Concacaf","2nd-round"
2019-06-22,"CGC","El Salvador",0,0,"Jamaica","Concacaf Gold Cup","group-stage"
2019-03-24,"CNL","El Salvador",2,0,"Jamaica","Concacaf Nations League Qualification","regular-season"
2021-11-13,"WQC","El Salvador",1,1,"Jamaica","WC Qualification Concacaf","2nd-round"
2021-10-14,"WQC","El Salvador",0,2,"Mexico","WC Qualification Concacaf","2nd-round"
2019-11-17,"CNL","El Salvador",1,0,"Montserrat","Concacaf Nations League","league-b"
2021-10-08,"WQC","El Salvador",1,0,"Panama","WC Qualification Concacaf","2nd-round"
2022-09-28,"FRI","El Salvador",1,4,"Peru","Friendlies","friendlies-1"
2021-07-04,"FRI","El Salvador",0,1,"Qatar","Friendlies","friendlies-1"
2021-06-16,"WQC","El Salvador",2,0,"St. Kitts and Nevis","WC Qualification Concacaf","1st-round"
2019-09-08,"CNL","El Salvador",3,0,"St. Lucia","Concacaf Nations League","league-b"
2022-06-15,"CNL","El Salvador",1,1,"United States","Concacaf Nations League","league-a"
2021-09-03,"WQC","El Salvador",0,0,"United States","WC Qualification Concacaf","2nd-round"
2021-11-12,"WQE","England",5,0,"Albania","WC Qualification Europe","1st-round"
2021-09-05,"WQE","England",4,0,"Andorra","WC Qualification Europe","1st-round"
2021-06-02,"FRI","England",1,0,"Austria","Friendlies","friendlies-1"
2020-10-11,"UNL","England",2,1,"Belgium","UEFA Nations League","league-a"
2019-09-07,"ECQ","England",4,0,"Bulgaria","EC Qualification","qualifying-round"
2021-06-13,"EUC","England",1,0,"Croatia","European Championship","group-stage"
2019-03-22,"ECQ","England",5,0,"Czech Republic","EC Qualification","qualifying-round"
2022-03-29,"FRI","England",3,0,"Côte d'Ivoire","Friendlies","friendlies-1"
2021-07-07,"EUC","England",2,1,"Denmark","European Championship","semi-finals"
2020-10-14,"UNL","England",0,1,"Denmark","UEFA Nations League","league-a"
2021-06-29,"EUC","England",2,0,"Germany","European Championship","8th-finals"
2022-09-26,"UNL","England",3,3,"Germany","UEFA Nations League","league-a"
2022-06-14,"UNL","England",0,4,"Hungary","UEFA Nations League","league-a"
2021-10-12,"WQE","England",1,1,"Hungary","WC Qualification Europe","1st-round"
2020-11-18,"UNL","England",4,0,"Iceland","UEFA Nations League","league-a"
2022-06-11,"UNL","England",0,0,"Italy","UEFA Nations League","league-a"
2019-09-10,"ECQ","England",5,3,"Kosovo","EC Qualification","qualifying-round"
2019-11-14,"ECQ","England",7,0,"Montenegro","EC Qualification","qualifying-round"
2021-03-31,"WQE","England",2,1,"Poland","WC Qualification Europe","1st-round"
2020-11-12,"FRI","England",3,0,"Republic of Ireland","Friendlies","friendlies-1"
2021-06-06,"FRI","England",1,0,"Romania","Friendlies","friendlies-1"
2021-03-25,"WQE","England",5,0,"San Marino","WC Qualification Europe","1st-round"
2021-06-18,"EUC","England",0,0,"Scotland","European Championship","group-stage"
2022-03-26,"FRI","England",2,1,"Switzerland","Friendlies","friendlies-1"
2020-10-08,"FRI","England",3,0,"Wales","Friendlies","friendlies-1"
2022-03-29,"FRI","Equatorial Guinea",0,0,"Angola","Friendlies","friendlies-3"
2022-08-28,"ANC","Equatorial Guinea",1,0,"Cameroon","African Nations Championship Qualification","2nd-round"
2019-08-04,"ANC","Equatorial Guinea",2,1,"Chad","African Nations Championship","1st-round"
2019-09-22,"ANC","Equatorial Guinea",2,2,"Congo","African Nations Championship","2nd-round"
2022-01-12,"ACO","Equatorial Guinea",0,1,"Côte d'Ivoire","Africa Cup of Nations","group-stage"
2020-11-15,"ACO","Equatorial Guinea",1,0,"Libya","Africa Cup of Nations Qualification","group-stage"
2022-06-06,"ACO","Equatorial Guinea",2,0,"Libya","Africa Cup of Nations Qualification","group-stage"
2021-09-07,"WQA","Equatorial Guinea",1,0,"Mauritania","WC Qualification Africa","2nd-round"
2022-09-23,"FRI","Equatorial Guinea",0,0,"Rwanda","Friendlies","friendlies-3"
2019-09-08,"WQA","Equatorial Guinea",1,0,"South Sudan","WC Qualification Africa","1st-round"
2021-03-25,"ACO","Equatorial Guinea",1,0,"Tanzania","Africa Cup of Nations Qualification","group-stage"
2019-10-13,"FRI","Equatorial Guinea",1,1,"Togo","Friendlies","friendlies-3"
2022-09-27,"FRI","Equatorial Guinea",2,2,"Togo","Friendlies","friendlies-3"
2019-11-19,"ACO","Equatorial Guinea",0,1,"Tunisia","Africa Cup of Nations Qualification","group-stage"
2021-11-13,"WQA","Equatorial Guinea",1,0,"Tunisia","WC Qualification Africa","2nd-round"
2021-10-07,"WQA","Equatorial Guinea",2,0,"Zambia","WC Qualification Africa","2nd-round"
2019-09-04,"WQA","Eritrea",1,2,"Namibia","WC Qualification Africa","1st-round"
2020-01-25,"FRI","Eritrea",0,1,"Sudan","Friendlies","friendlies-3"
2019-12-11,"CSC","Eritrea",0,2,"Uganda","CECAFA Senior Challenge Cup","group-stage"
2020-10-14,"UNL","Estonia",1,1,"Armenia","UEFA Nations League","league-c"
2019-09-06,"ECQ","Estonia",1,2,"Belarus","EC Qualification","qualifying-round"
2021-10-08,"WQE","Estonia",2,0,"Belarus","WC Qualification Europe","1st-round"
2021-09-02,"WQE","Estonia",2,5,"Belgium","WC Qualification Europe","1st-round"
2022-03-24,"UNL","Estonia",0,0,"Cyprus","UEFA Nations League","relegation-play-out"
2021-03-24,"WQE","Estonia",2,6,"Czech Republic","WC Qualification Europe","1st-round"
2020-09-05,"UNL","Estonia",0,1,"Georgia","UEFA Nations League","league-c"
2019-10-13,"ECQ","Estonia",0,3,"Germany","EC Qualification","qualifying-round"
2021-06-10,"BAC","Estonia",2,1,"Latvia","Baltic Cup","regular-season"
2020-10-07,"FRI","Estonia",1,3,"Lithuania","Friendlies","friendlies-2"
2022-09-23,"UNL","Estonia",2,1,"Malta","UEFA Nations League","league-d"
2019-09-09,"ECQ","Estonia",0,4,"Netherlands","EC Qualification","qualifying-round"
2020-10-11,"UNL","Estonia",3,3,"North Macedonia","UEFA Nations League","league-c"
2019-06-08,"ECQ","Estonia",1,2,"Northern Ireland","EC Qualification","qualifying-round"
2021-09-05,"FRI","Estonia",0,1,"Northern Ireland","Friendlies","friendlies-1"
2022-06-02,"UNL","Estonia",2,0,"San Marino","UEFA Nations League","league-d"
2021-10-11,"WQE","Estonia",0,1,"Wales","WC Qualification Europe","1st-round"
2019-07-28,"ANC","Eswatini",1,1,"Angola","African Nations Championship","2nd-round"
2022-07-31,"ANC","Eswatini",2,2,"Botswana","African Nations Championship Qualification","1st-round"
2021-07-14,"COC","Eswatini",1,1,"Botswana","COSAFA Cup","group-stage"
2022-06-07,"ACO","Eswatini",1,3,"Burkina Faso","Africa Cup of Nations Qualification","group-stage"
2019-05-27,"COC","Eswatini",2,2,"Comoros","COSAFA Cup","group-stage"
2020-11-16,"ACO","Eswatini",0,0,"Congo","Africa Cup of Nations Qualification","group-stage"
2019-09-10,"WQA","Eswatini",0,0,"Djibouti","WC Qualification Africa","1st-round"
2021-03-26,"ACO","Eswatini",1,3,"Guinea-Bissau","Africa Cup of Nations Qualification","group-stage"
2021-07-06,"COC","Eswatini",3,1,"Lesotho","COSAFA Cup","group-stage"
2022-07-10,"COC","Eswatini",2,0,"Lesotho","COSAFA Cup","group-stage"
2019-04-20,"ANC","Eswatini",0,0,"Malawi","African Nations Championship","1st-round"
2019-05-25,"COC","Eswatini",2,2,"Mauritius","COSAFA Cup","group-stage"
2019-11-17,"ACO","Eswatini",1,4,"Senegal","Africa Cup of Nations Qualification","group-stage"
2022-03-27,"ACO","Eswatini",2,1,"Somalia","Africa Cup of Nations Qualification","preliminary-round"
2019-09-22,"ANC","Eswatini",0,1,"Zambia","African Nations Championship","3rd-round"
2021-07-10,"COC","Eswatini",1,0,"Zambia","COSAFA Cup","group-stage"
2022-01-09,"ACO","Ethiopia",0,1,"Cabo Verde","Africa Cup of Nations","group-stage"
2019-11-19,"ACO","Ethiopia",2,1,"Côte d'Ivoire","Africa Cup of Nations Qualification","group-stage"
