"date","comp_abb","home_team","home_score","away_score","away_team","comp_name","comp_stage"
2021-12-30,"FRI","Sudan",2,3,"Ethiopia","Friendlies","friendlies-3"
2020-11-17,"ACO","Sudan",1,0,"Ghana","Africa Cup of Nations Qualification","group-stage"
2021-10-06,"WQA","Sudan",1,1,"Guinea","WC Qualification Africa","2nd-round"
2022-01-11,"ACO","Sudan",0,0,"Guinea-Bissau","Africa Cup of Nations","group-stage"
2021-09-07,"WQA","Sudan",2,4,"Guinea-Bissau","WC Qualification Africa","2nd-round"
2019-12-10,"CSC","Sudan",1,2,"Kenya","CECAFA Senior Challenge Cup","group-stage"
2021-11-12,"WQA","Sudan",0,3,"Morocco","WC Qualification Africa","2nd-round"
2021-08-26,"FRI","Sudan",3,0,"Niger","Friendlies","friendlies-3"
2021-03-28,"ACO","Sudan",2,0,"South Africa","Africa Cup of Nations Qualification","group-stage"
2019-11-13,"ACO","Sudan",4,0,"São Tomé e Príncipe","Africa Cup of Nations Qualification","group-stage"
2019-10-18,"ANC","Sudan",1,2,"Tanzania","African Nations Championship","2nd-round"
2019-12-14,"CSC","Sudan",0,0,"Tanzania","CECAFA Senior Challenge Cup","group-stage"
2021-06-13,"FRI","Sudan",0,1,"Zambia","Friendlies","friendlies-1"
2021-06-11,"NOF","Sudan",3,2,"Zambia","Non-FIFA Friendlies","friendlies-3"
2022-01-28,"FRI","Suriname",1,0,"Barbados","Friendlies","friendlies-2"
2021-06-05,"WQC","Suriname",6,0,"Bermuda","WC Qualification Concacaf","4th-round"
2021-03-24,"WQC","Suriname",3,0,"Cayman Islands","WC Qualification Concacaf","4th-round"
2021-07-17,"CGC","Suriname",1,2,"Costa Rica","Concacaf Gold Cup","group-stage"
2019-11-15,"CNL","Suriname",4,0,"Dominica","Concacaf Nations League","league-b"
2021-07-21,"CGC","Suriname",2,1,"Guadeloupe","Concacaf Gold Cup","group-stage"
2022-02-01,"FRI","Suriname",2,1,"Guyana","Friendlies","friendlies-2"
2022-06-05,"CNL","Suriname",1,1,"Jamaica","Concacaf Nations League","league-a"
2019-09-09,"CNL","Suriname",6,0,"Nicaragua","Concacaf Nations League","league-b"
2022-09-22,"FRI","Suriname",2,1,"Nicaragua","Friendlies","friendlies-2"
2019-03-23,"CNL","Suriname",2,0,"St. Kitts and Nevis","Concacaf Nations League Qualification","regular-season"
2019-10-15,"CNL","Suriname",0,1,"St. Vincent / Grenadines","Concacaf Nations League","league-b"
2021-06-05,"FRI","Sweden",3,1,"Armenia","Friendlies","friendlies-1"
2020-11-14,"UNL","Sweden",2,1,"Croatia","UEFA Nations League","league-a"
2022-03-24,"WQE","Sweden",1,0,"Czech Republic","WC Qualification Europe","2nd-round"
2021-03-31,"FRI","Sweden",1,0,"Estonia","Friendlies","friendlies-1"
2019-11-18,"ECQ","Sweden",3,0,"Faroe Islands","EC Qualification","qualifying-round"
2021-05-29,"FRI","Sweden",2,0,"Finland","Friendlies","friendlies-1"
2019-01-08,"NOF","Sweden",0,1,"Finland","Non-FIFA Friendlies","friendlies-1"
2020-09-05,"UNL","Sweden",0,1,"France","UEFA Nations League","league-a"
2021-03-25,"WQE","Sweden",1,0,"Georgia","WC Qualification Europe","1st-round"
2021-10-12,"WQE","Sweden",2,0,"Greece","WC Qualification Europe","1st-round"
2019-01-11,"NOF","Sweden",2,2,"Iceland","Non-FIFA Friendlies","friendlies-1"
2020-01-12,"NOF","Sweden",1,0,"Kosovo","Non-FIFA Friendlies","friendlies-1"
2021-10-09,"WQE","Sweden",3,0,"Kosovo","WC Qualification Europe","1st-round"
2019-06-07,"ECQ","Sweden",3,0,"Malta","EC Qualification","qualifying-round"
2020-01-09,"NOF","Sweden",1,0,"Moldova","Non-FIFA Friendlies","friendlies-1"
2019-09-08,"ECQ","Sweden",1,1,"Norway","EC Qualification","qualifying-round"
2022-06-05,"UNL","Sweden",1,2,"Norway","UEFA Nations League","league-b"
2021-06-23,"EUC","Sweden",3,2,"Poland","European Championship","group-stage"
2020-09-08,"UNL","Sweden",0,2,"Portugal","UEFA Nations League","league-a"
2019-03-23,"ECQ","Sweden",2,1,"Romania","EC Qualification","qualifying-round"
2022-06-09,"UNL","Sweden",0,1,"Serbia","UEFA Nations League","league-b"
2021-06-18,"EUC","Sweden",1,0,"Slovakia","European Championship","group-stage"
2022-09-27,"UNL","Sweden",1,1,"Slovenia","UEFA Nations League","league-b"
2019-10-15,"ECQ","Sweden",1,1,"Spain","EC Qualification","qualifying-round"
2021-09-02,"WQE","Sweden",2,1,"Spain","WC Qualification Europe","1st-round"
2021-06-29,"EUC","Sweden",1,2,"Ukraine","European Championship","8th-finals"
2021-09-05,"FRI","Sweden",2,1,"Uzbekistan","Friendlies","friendlies-1"
2021-11-15,"WQE","Switzerland",4,0,"Bulgaria","WC Qualification Europe","1st-round"
2020-10-07,"FRI","Switzerland",1,2,"Croatia","Friendlies","friendlies-1"
2022-09-27,"UNL","Switzerland",2,1,"Czech Republic","UEFA Nations League","league-a"
2019-03-26,"ECQ","Switzerland",3,3,"Denmark","EC Qualification","qualifying-round"
2019-06-09,"UNL","Switzerland",0,0,"England","UEFA Nations League","3rd-place-final"
2021-03-31,"FRI","Switzerland",3,2,"Finland","Friendlies","friendlies-1"
2019-11-15,"ECQ","Switzerland",1,0,"Georgia","EC Qualification","qualifying-round"
2020-09-06,"UNL","Switzerland",1,1,"Germany","UEFA Nations League","league-a"
2019-09-08,"ECQ","Switzerland",4,0,"Gibraltar","EC Qualification","qualifying-round"
2021-09-01,"FRI","Switzerland",2,1,"Greece","Friendlies","friendlies-1"
2021-09-05,"WQE","Switzerland",0,0,"Italy","WC Qualification Europe","1st-round"
2022-03-29,"FRI","Switzerland",1,1,"Kosovo","Friendlies","friendlies-1"
2021-06-03,"FRI","Switzerland",7,0,"Liechtenstein","Friendlies","friendlies-1"
2021-03-28,"WQE","Switzerland",1,0,"Lithuania","WC Qualification Europe","1st-round"
2021-10-09,"WQE","Switzerland",2,0,"Northern Ireland","WC Qualification Europe","1st-round"
2022-06-12,"UNL","Switzerland",1,0,"Portugal","UEFA Nations League","league-a"
2019-10-15,"ECQ","Switzerland",2,0,"Republic of Ireland","EC Qualification","qualifying-round"
2021-07-02,"EUC","Switzerland",1,1,"Spain","European Championship","quarter-finals"
2020-11-14,"UNL","Switzerland",1,1,"Spain","UEFA Nations League","league-a"
2022-06-09,"UNL","Switzerland",0,1,"Spain","UEFA Nations League","league-a"
2021-06-20,"EUC","Switzerland",3,1,"Turkey","European Championship","group-stage"
2020-11-17,"UNL","Switzerland",3,0,"Ukraine","UEFA Nations League","league-a"
2021-05-30,"FRI","Switzerland",2,1,"United States","Friendlies","friendlies-1"
2019-11-14,"WQA","Syria",2,1,"China PR","WC Qualification Asia","2nd-round"
2019-10-15,"WQA","Syria",4,0,"Guam","WC Qualification Asia","2nd-round"
2021-11-16,"WQA","Syria",0,3,"Iran","WC Qualification Asia","3rd-round"
2022-09-26,"FRI","Syria",0,1,"Iraq","Friendlies","friendlies-3"
2019-08-08,"WAC","Syria",0,0,"Iraq","WAFF Championship","group-stage"
2022-03-29,"WQA","Syria",1,1,"Iraq","WC Qualification Asia","3rd-round"
2019-07-08,"INC","Syria",5,2,"Korea DPR","Intercontinental Cup","group-stage"
2022-02-01,"WQA","Syria",0,2,"Korea Republic","WC Qualification Asia","3rd-round"
2021-10-12,"WQA","Syria",2,3,"Lebanon","WC Qualification Asia","3rd-round"
2019-10-10,"WQA","Syria",2,1,"Maldives","WC Qualification Asia","2nd-round"
2021-12-06,"ARC","Syria",1,2,"Mauritania","Arab Cup","group-stage"
2019-01-06,"AAC","Syria",0,0,"Palestine","AFC Asian Cup","group-stage"
2019-11-19,"WQA","Syria",1,0,"Philippines","WC Qualification Asia","2nd-round"
2022-06-01,"FRI","Syria",1,0,"Tajikistan","Friendlies","friendlies-3"
2021-12-03,"ARC","Syria",2,0,"Tunisia","Arab Cup","group-stage"
2021-09-07,"WQA","Syria",1,1,"UAE","WC Qualification Asia","3rd-round"
2019-08-05,"WAC","Syria",1,1,"Yemen","WAFF Championship","group-stage"
2019-11-18,"ACO","São Tomé e Príncipe",0,1,"Ghana","Africa Cup of Nations Qualification","group-stage"
2019-09-04,"WQA","São Tomé e Príncipe",0,1,"Guinea-Bissau","WC Qualification Africa","1st-round"
2019-10-13,"ACO","São Tomé e Príncipe",2,1,"Mauritius","Africa Cup of Nations Qualification","preliminary-round"
2022-03-24,"ACO","São Tomé e Príncipe",1,0,"Mauritius","Africa Cup of Nations Qualification","preliminary-round"
2022-06-13,"ACO","São Tomé e Príncipe",0,10,"Nigeria","Africa Cup of Nations Qualification","group-stage"
2020-11-16,"ACO","São Tomé e Príncipe",2,4,"South Africa","Africa Cup of Nations Qualification","group-stage"
2021-03-24,"ACO","São Tomé e Príncipe",0,2,"Sudan","Africa Cup of Nations Qualification","group-stage"
2019-07-18,"PAG","Tahiti",8,1,"American Samoa","Pacific Games","group-stage"
2019-07-08,"PAG","Tahiti",1,2,"Fiji","Pacific Games","group-stage"
2019-07-15,"PAG","Tahiti",0,3,"New Caledonia","Pacific Games","group-stage"
2019-10-15,"WQA","Tajikistan",0,3,"Japan","WC Qualification Asia","2nd-round"
2019-07-19,"INC","Tajikistan",0,1,"Korea DPR","Intercontinental Cup","final"
2022-03-29,"FRI","Tajikistan",1,0,"Kyrgyz Republic","Friendlies","friendlies-3"
2019-09-05,"WQA","Tajikistan",1,0,"Kyrgyz Republic","WC Qualification Asia","2nd-round"
2021-03-25,"WQA","Tajikistan",3,0,"Mongolia","WC Qualification Asia","2nd-round"
2022-06-08,"ACQ","Tajikistan",4,0,"Myanmar","Asian Cup Qualification","3rd-round"
2021-06-15,"WQA","Tajikistan",4,0,"Myanmar","WC Qualification Asia","2nd-round"
2019-07-10,"INC","Tajikistan",2,0,"Syria","Intercontinental Cup","group-stage"
2019-07-01,"ACO","Tanzania",0,3,"Algeria","Africa Cup of Nations","group-stage"
2022-06-08,"ACO","Tanzania",0,2,"Algeria","Africa Cup of Nations Qualification","group-stage"
2021-10-07,"WQA","Tanzania",0,1,"Benin","WC Qualification Africa","2nd-round"
2020-10-11,"FRI","Tanzania",0,1,"Burundi","Friendlies","friendlies-1"
2019-09-08,"WQA","Tanzania",1,1,"Burundi","WC Qualification Africa","1st-round"
2022-03-23,"FRI","Tanzania",3,1,"Central African Republic","Friendlies","friendlies-1"
2021-11-11,"WQA","Tanzania",0,3,"Congo DR","WC Qualification Africa","2nd-round"
2019-11-15,"ACO","Tanzania",2,1,"Equatorial Guinea","Africa Cup of Nations Qualification","group-stage"
2021-01-27,"ANC","Tanzania",2,2,"Guinea","African Nations Championship","group-stage"
2019-07-28,"ANC","Tanzania",0,0,"Kenya","African Nations Championship","1st-round"
2021-03-28,"ACO","Tanzania",1,0,"Libya","Africa Cup of Nations Qualification","group-stage"
2021-09-07,"WQA","Tanzania",3,2,"Madagascar","WC Qualification Africa","2nd-round"
2021-06-13,"FRI","Tanzania",2,0,"Malawi","Friendlies","friendlies-1"
2022-07-30,"ANC","Tanzania",2,1,"Somalia","African Nations Championship Qualification","1st-round"
2019-09-22,"ANC","Tanzania",0,1,"Sudan","African Nations Championship","2nd-round"
2022-03-29,"FRI","Tanzania",1,1,"Sudan","Friendlies","friendlies-1"
2020-11-17,"ACO","Tanzania",1,1,"Tunisia","Africa Cup of Nations Qualification","group-stage"
2019-03-24,"ACO","Tanzania",3,0,"Uganda","Africa Cup of Nations Qualification","group-stage"
2022-08-28,"ANC","Tanzania",0,1,"Uganda","African Nations Championship Qualification","2nd-round"
2021-12-09,"FRI","Tanzania",0,2,"Uganda","Friendlies","friendlies-1"
2022-09-24,"FRI","Tanzania",1,0,"Uganda","Friendlies","friendlies-1"
2019-12-10,"CSC","Tanzania",1,0,"Zanzibar","CECAFA Senior Challenge Cup","group-stage"
2019-06-16,"NOF","Tanzania",1,1,"Zimbabwe","Non-FIFA Friendlies","friendlies-3"
2022-05-31,"FRI","Thailand",1,2,"Bahrain","Friendlies","friendlies-1"
2019-01-20,"AAC","Thailand",1,2,"China PR","AFC Asian Cup","8th-finals"
2019-10-10,"FRI","Thailand",1,1,"Congo","Friendlies","friendlies-3"
2019-01-06,"AAC","Thailand",1,4,"India","AFC Asian Cup","group-stage"
2019-06-08,"KIC","Thailand",0,1,"India","King's Cup","3rd-place-final"
2022-01-01,"AFC","Thailand",2,2,"Indonesia","AFF Championship","final"
2021-06-03,"WQA","Thailand",2,2,"Indonesia","WC Qualification Asia","2nd-round"
2022-09-22,"KIC","Thailand",1,1,"Malaysia","King's Cup","semi-finals"
2021-06-15,"WQA","Thailand",0,1,"Malaysia","WC Qualification Asia","2nd-round"
2022-06-08,"ACQ","Thailand",3,0,"Maldives","Asian Cup Qualification","3rd-round"
2021-12-11,"AFC","Thailand",4,0,"Myanmar","AFF Championship","group-stage"
2022-03-24,"FRI","Thailand",2,0,"Nepal","Friendlies","friendlies-1"
2021-05-25,"FRI","Thailand",0,1,"Oman","Friendlies","friendlies-1"
2019-01-02,"NOF","Thailand",2,0,"Oman","Non-FIFA Friendlies","friendlies-3"
2021-12-18,"AFC","Thailand",2,0,"Singapore","AFF Championship","group-stage"
2022-03-27,"FRI","Thailand",1,0,"Suriname","Friendlies","friendlies-1"
2021-05-29,"FRI","Thailand",2,2,"Tajikistan","Friendlies","friendlies-1"
2022-09-25,"KIC","Thailand",2,1,"Trinidad and Tobago","King's Cup","3rd-place-final"
2022-05-27,"FRI","Thailand",1,0,"Turkmenistan","Friendlies","friendlies-1"
2019-10-15,"WQA","Thailand",2,1,"UAE","WC Qualification Asia","2nd-round"
2019-03-25,"CHC","Thailand",0,4,"Uruguay","China Cup","final"
2021-12-26,"AFC","Thailand",0,0,"Vietnam","AFF Championship","semi-finals"
2019-06-05,"KIC","Thailand",0,1,"Vietnam","King's Cup","semi-finals"
2019-09-05,"WQA","Thailand",0,0,"Vietnam","WC Qualification Asia","2nd-round"
2022-11-08,"AFC","Timor-Leste",1,0,"Brunei","AFF Championship","qualifying-round"
2019-06-11,"WQA","Timor-Leste",1,5,"Malaysia","WC Qualification Asia","1st-round"
2022-05-28,"FRI","Timor-Leste",2,2,"Nepal","Friendlies","friendlies-3"
2021-12-11,"AFC","Timor-Leste",0,7,"Philippines","AFF Championship","group-stage"
2021-12-05,"AFC","Timor-Leste",0,2,"Thailand","AFF Championship","group-stage"
2019-08-04,"ANC","Togo",1,0,"Benin","African Nations Championship","1st-round"
2022-03-29,"FRI","Togo",1,1,"Benin","Friendlies","friendlies-3"
2019-11-14,"ACO","Togo",0,1,"Comoros","Africa Cup of Nations Qualification","group-stage"
2019-09-10,"WQA","Togo",2,0,"Comoros","WC Qualification Africa","1st-round"
2021-10-09,"WQA","Togo",1,1,"Congo","WC Qualification Africa","2nd-round"
2020-11-17,"ACO","Togo",1,3,"Egypt","Africa Cup of Nations Qualification","group-stage"
2022-06-03,"ACO","Togo",2,2,"Eswatini","Africa Cup of Nations Qualification","group-stage"
2021-03-29,"ACO","Togo",1,2,"Kenya","Africa Cup of Nations Qualification","group-stage"
2021-09-05,"WQA","Togo",0,1,"Namibia","WC Qualification Africa","2nd-round"
2022-08-28,"ANC","Togo",1,0,"Niger","African Nations Championship Qualification","2nd-round"
2019-09-22,"ANC","Togo",4,1,"Nigeria","African Nations Championship","2nd-round"
2021-01-26,"ANC","Togo",2,3,"Rwanda","African Nations Championship","group-stage"
2021-11-11,"WQA","Togo",1,1,"Senegal","WC Qualification Africa","2nd-round"
2022-03-24,"FRI","Togo",3,0,"Sierra Leone","Friendlies","friendlies-3"
2020-10-12,"FRI","Togo",1,1,"Sudan","Friendlies","friendlies-3"
2019-07-08,"PAG","Tonga",0,13,"New Zealand","Pacific Games","group-stage"
2019-07-14,"PAG","Tonga",0,14,"Vanuatu","Pacific Games","group-stage"
2019-11-10,"FRI","Trinidad and Tobago",15,0,"Anguilla","Friendlies","friendlies-2"
